group,name,vers,desc,url,build
automation,pentmenu,189.9c1100d,"A bash script for recon and DOS attacks.","https://github.com/GinjaChris/pentmenu",1512641916
windows,periscope,3.2,"A PE file inspection tool.","http://ntsecurity.nu/toolbox/periscope/",1469743949
,perl-algorithm-generatesequence,0.02,"A sequence generator.","http://www.cpan.org/authors/id/R/RC/RCLAMP/",1504507618
,perl-algorithm-permute,0.16,"Perl module for handy and fast permutations with object oriented interface.","http://search.cpan.org/dist/Algorithm-Permute/",1504372366
,perl-bytes-random-secure,0.29,"Perl extension to generate cryptographically-secure random bytes.","https://metacpan.org/release/Bytes-Random-Secure",1504507634
,perl-cache-lru,0.04,"A simple, fast implementation of LRU cache in pure perl.","http://search.cpan.org/~kazuho/Cache-LRU.04/lib/Cache/LRU.pm",1506783129
,perl-cisco-copyconfig,1.4,"IOS running-config manipulation","http://search.cpan.org/dist/Cisco-CopyConfig",1504507648
,perl-class-accessor-lite,0.08,"A minimalistic variant of Class::Accessor.","https://metacpan.org/pod/Class::Accessor::Lite",1506783142
,perl-class-errorhandler,0.04,"Base class for error handling.","http://search.cpan.org/dist/Class-ErrorHandler",1504507660
,perl-class-gomor,1.03,"Another class and object builder","http://search.cpan.org/dist/Class-Gomor",1504507684
,perl-class-loader,2.03,"Loads modules and creates objects on demand.","http://search.cpan.org/~VIPUL/Class-Loader.03/",1504507704
,perl-color-output,1.05,"Module to give color to the output.","http://search.cpan.org/~animator/Color-Output.05/Output.pm",1504507714
,perl-convert-ascii-armour,1.4,"Converts binary octets into ASCII armoured messages","http://search.cpan.org/~VIPUL/Convert-ASCII-Armour.4/",1504507725
,perl-convert-pem,0.08,"Read/write encrypted ASN.1 PEM files.","http://search.cpan.org/dist/Convert-PEM",1506783158
,perl-cpan-meta,2.150010,"The distribution metadata for a CPAN dist.","http://search.cpan.org/dist/CPAN-Meta",1483208638
,perl-cpan-meta-check,0.014,"Verify requirements in a CPAN::Meta object.","http://search.cpan.org/dist/CPAN-Meta-Check",1497436702
,perl-crypt-des_ede3,0.01,"Perl module for triple-DES EDE encryption/decryption","http://search.cpan.org/~btrott/Crypt-DES_EDE3",1504507740
,perl-crypt-dh,0.07,"Perl/CPAN Module Crypt::DH: Diffie-Hellman key exchange system.","http://search.cpan.org/~mithaldu/Crypt-DH.07/lib/Crypt/DH.pm",1506783170
,perl-crypt-dsa,1.17,"DSA Signatures and Key Generation.","http://search.cpan.org/dist/Crypt-DSA",1506783182
,perl-crypt-idea,1.10,"Perl interface to IDEA block cipher.","http://search.cpan.org/~DPARIS/Crypt-IDEA.10/",1504507771
,perl-crypt-openssl-x509,1.807,"Perl extension to OpenSSL's X509 API.","https://metacpan.org/pod/Crypt::OpenSSL::X509",1481451795
,perl-crypt-primes,0.50,"Provable Prime Number Generator suitable for Cryptographic Applications.","http://search.cpan.org/~VIPUL/Crypt-Primes.50/",1504507781
,perl-crypt-random,1.25,"Cryptographically Secure, True Random Number Generator","http://search.cpan.org/~VIPUL/Crypt-Random.25/",1504507792
,perl-crypt-random-seed,0.03,"Simple method to get strong randomness.","https://metacpan.org/release/Crypt-Random-Seed",1504507803
,perl-crypt-random-tesha2,0.01,"Random numbers using timer/schedule entropy.","https://metacpan.org/release/Crypt-Random-TESHA2",1504507813
,perl-crypt-rsa,1.99,"RSA public-key cryptosystem.","http://search.cpan.org/dist/Crypt-RSA",1506783196
,perl-cryptx,0.054,"Cryptographically secure random number generator.","http://search.cpan.org/~mik/CryptX.051/lib/Crypt/PRNG.pm",1511135106
,perl-data-buffer,0.04,"Read/write buffer class.","http://search.cpan.org/dist/Data-Buffer",1504507827
,perl-data-validate-ip,0.27,"Lightweight IPv4 and IPv6 validation module.","http://search.cpan.org/dist/Data-Validate-IP",1504507838
,perl-date-parse,2.30,"Parse date strings into time values.","http://search.cpan.org/~gbarr/TimeDate.30/",1497436641
,perl-devel-overloadinfo,0.004,"Introspect overloaded operators.","https://metacpan.org/release/Devel-OverloadInfo",1504507851
,perl-digest-crc,0.22.2,"Generic interface to CRC algorithms.","http://search.cpan.org/dist/Digest-CRC/",1506783693
,perl-digest-md2,2.04,"Perl interface to the MD2 Algorithm.","http://search.cpan.org/~GAAS/Digest-MD2.03/",1504507879
,perl-digest-md4,1.9,"Perl interface to the MD4 Algorithm.","http://search.cpan.org/dist/Digest-MD4",1504507901
,perl-digest-perl-md5,1.9,"Perl implementation of Ron Rivests MD5 Algorithm.","http://search.cpan.org/dist/Digest-Perl-MD5",1497435786
,perl-eval-closure,0.14,"Safely and cleanly create closures via string eval.","http://search.cpan.org/dist/Eval-Closure/",1497435879
,perl-expect,1.35,"This module is a successor of Comm.pl and a descendent of Chat.pl. It more closely ressembles the Tcl Expect language than its predecessors.","http://search.cpan.org/dist/Expect",1506783836
,perl-exporter-lite,0.08,"Lightweight exporting of variables.","http://search.cpan.org/~mschwern/Exporter-Lite.08",1497436027
,perl-extutils-config,0.008,"A wrapper for perl's configuration.","http://search.cpan.org/dist/ExtUtils-Config/",1497436163
,perl-extutils-helpers,0.026,"Various portability utilities for module builders.","http://search.cpan.org/dist/ExtUtils-Helpers/",1497436242
,perl-extutils-installpaths,0.011,"Build.PL install path logic made easy.","http://search.cpan.org/dist/ExtUtils-InstallPaths/",1497436371
,perl-furl,3.13,"Lightning-fast URL fetcher.","http://search.cpan.org/~syohex/Furl.09/lib/Furl.pm",1511135126
,perl-geography-countries,2009041301,"2-letter, 3-letter, and numerical codes for countries.","http://search.cpan.org/~ABIGAIL/Geography-Countries",1497436559
,perl-getopt-long,2.50,"Extended processing of command line options.","http://search.cpan.org/~jv/Getopt-Long.42/lib/Getopt/Long.pm",1497436650
,perl-html-linkextractor,0.13,"Extract links from an HTML document","http://search.cpan.org/dist/HTML-LinkExtractor/",1504507913
,perl-html-tagparser,0.20,"Yet another HTML document parser with DOM-like methods.","http://search.cpan.org/dist/HTML-TagParser/",1504507923
,perl-http-dav,0.48,"A client module for the WebDAV protocol.","http://search.cpan.org/dist/HTTP-DAV",1504507937
,perl-http-parser-xs,0.17,"A fast, primitive HTTP request parser.","http://search.cpan.org/dist/HTTP-Parser-XS",1506783247
,perl-http-request-common,6.13,"Construct common HTTP::Request objects","http://search.cpan.org/~gaas/HTTP-Message.06/lib/HTTP/Request/Common.pm",1511135140
,perl-io-captureoutput,1.1104,"capture STDOUT and STDERR from Perl code, subprocesses or XS","http://search.cpan.org/dist/IO-CaptureOutput",1497435889
,perl-io-socket,1.36_01,"Object interface to socket communications","http://search.cpan.org/~gbarr/IO.25/lib/IO/Socket.pm",1504507968
,perl-io-socket-ip,0.39,"Family-neutral IP socket supporting both IPv4 and IPv6.","http://search.cpan.org/dist/IO-Socket-IP",1497436039
,perl-io-socket-portstate,0.03,"Perl extension for checking the open or closed status of a port..","http://search.cpan.org/~dmuey/IO-Socket-PortState.03/PortState.pm",1504507977
,perl-io-socket-socks,0.74,"Provides a way to create socks client or server both 4 and 5 version.","http://search.cpan.org/~oleg/IO-Socket-Socks.62",1497436251
,perl-io-socket-socks-wrapper,0.17,"Add SOCKS support for any perl object / package / program.","http://search.cpan.org/~oleg/IO-Socket-Socks-Wrapper.15/lib/IO/Socket/Socks/Wrapper.pm",1497436380
,perl-ip-country,2.28,"Fast lookup of country codes from IP addresses.","http://search.cpan.org/~NWETTERS/IP-Country",1497436466
,perl-libwhisker2,2.5,"A full-featured Perl library used for HTTP-related functions, including vulnerability scanning and exploitation","http://sourceforge.net/projects/whisker/",1386432890
,perl-lwp-protocol-socks,1.7,"Adds support for the socks protocol and proxy facility.","http://search.cpan.org/~scr/LWP-Protocol-socks.7/",1497436662
,perl-lwp-useragent-proxyany,1.02,"A LWP UserAgent supports both HTTP_PROXY and IE proxy","http://search.cpan.org/~qjzhou/LWP-UserAgent-ProxyAny.02/ProxyAny.pm",1504507989
,perl-math-bigint-gmp,1.6004,"Big integer calculations using the GNU Multiple Precision Arithmetic Library.","http://search.cpan.org/~pjacklam/Math-BigInt-GMP.6004/",1504508013
,perl-math-gmp,2.15,"High speed arbitrary size integer math.","http://search.cpan.org/~turnstep/Math-GMP.15/",1511135151
,perl-math-pari,2.01080900,"Perl interface to PARI.","http://search.cpan.org/~ilyaz/Math-Pari.01080605/Pari.pm",1504508236
,perl-md5,2.03,"Perl interface to the MD5 Message-Digest Algorithm.","http://search.cpan.org/~gaas/MD5.03/MD5.pm",1497435804
,perl-modern-perl,1.20150127,"Enable all of the features of Modern Perl with one command.","https://metacpan.org/release/Modern-Perl",1424084914
,perl-module-build-tiny,0.039,"A tiny replacement for Module::Build.","http://search.cpan.org/dist/Module-Build-Tiny",1497435968
,perl-module-install,1.18,"Module::Install - Standalone, extensible Perl module installer","http://search.cpan.org/dist/Module-Install",1506782751
,perl-module-scandeps,1.24,"Scan file prerequisites","http://search.cpan.org/dist/Module-ScanDeps",1506782603
,perl-moose,2.2007,"A postmodern object system for Perl 5.","https://metacpan.org/release/Moose",1511135179
,perl-net-cidr,0.18,"Manipulate IPv4/IPv6 netblocks in CIDR notation.","http://search.cpan.org/dist/Net-CIDR",1504508302
,perl-net-dhcp,0.7_007,"Object methods to create a DHCP packet.","http://search.cpan.org/~djzort/Net-DHCP.684/lib/Net/DHCP.pm",1504508365
,perl-net-dns-lite,0.12,"A pure-perl DNS resolver with support for timeout.","http://www.cpan.org/authors/id/K/KA/KAZUHO/",1506783267
,perl-net-frame,1.17,"The base framework for frame crafting.","http://search.cpan.org/dist/Net-Frame",1504508379
,perl-net-frame-device,1.12,"Get network device information and gateway.","http://search.cpan.org/~gomor/Net-Frame-Device/lib/Net/Frame/Device.pm",1504508407
,perl-net-frame-dump,1.14,"Base-class for a tcpdump like implementation.","http://search.cpan.org/~gomor/Net-Frame-Dump.13/lib/Net/Frame/Dump.pm",1504508416
,perl-net-frame-layer-icmp6,1.09,"Internet Control Message Protocol v6 layer object.","http://search.cpan.org/~gomor/Net-Frame-Layer-ICMPv6/lib/Net/Frame/Layer/ICMPv6.pm",1504508426
,perl-net-frame-layer-ipv6,1.08,"Internet Protocol v6 layer object.","http://search.cpan.org/~gomor/Net-Frame-Layer-IPv6.05/lib/Net/Frame/Layer/IPv6.pm",1504508436
,perl-net-frame-layer-sinfp3,1.01,"Frame crafting made easy.","http://search.cpan.org/CPAN/authors/id/G/GO/GOMOR/",1504508448
,perl-net-frame-simple,1.09,"Frame crafting made easy.","http://search.cpan.org/~gomor/Net-Frame-Simple/lib/Net/Frame/Simple.pm",1511135190
,perl-net-libdnet,0.98,"Binding for Dug Song's libdnet.","http://search.cpan.org/~gomor/Net-Libdnet/",1504373330
,perl-net-libdnet6,0.27,"Adds IPv6 support to Net::Libdnet.","http://search.cpan.org/~gomor/Net-Libdnet6/lib/Net/Libdnet6.pm",1504508469
,perl-net-netmask,1.9022,"Parse, manipulate and lookup IP network blocks.","http://search.cpan.org/~muir/Net-Netmask.9022/",1497435978
,perl-net-nslookup,2.04,"Provide nslookup(1)-like capabilties.","http://search.cpan.org/~darren/Net-Nslookup/lib/Net/Nslookup.pm",1504508479
,perl-net-packet,3.28,"A unified framework to send a receive packets.","https://metacpan.org/release/Net-Packet",1504508493
,perl-net-pcap,0.18,"Perl/CPAN Module Net::Pcap.","https://metacpan.org/release/Net-Pcap",1504373500
,perl-net-pcaputils,0.01,"Perl/CPAN Module Net::PcapUtils","http://search.cpan.org/dist/Net-PcapUtils/",1497436502
,perl-net-rawip,0.25,"Perl extension to manipulate raw IP packets with interface to B<libpcap>.","http://search.cpan.org/dist/Net-RawIP",1504372986
,perl-net-socks,0.03,"TCP/IP access through firewalls using SOCKS","http://search.cpan.org/~CLINTDW/SOCKS",1497436682
,perl-net-ssh-perl,2.14,"Perl client interface to SSH.","http://search.cpan.org/dist/Net-SSH-Perl",1504374095
,perl-net-ssl-expiredate,1.20,"Obtain expiration date of certificate.","http://search.cpan.org/~hirose/Net-SSL-ExpireDate.12/lib/Net/SSL/ExpireDate.pm",1496611329
,perl-net-subnet,1.03,"Fast IP-in-subnet matcher for IPv4 and IPv6, CIDR or mask.","http://search.cpan.org/~juerd/Net-Subnet.03/lib/Net/Subnet.pm",1504508504
,perl-net-tftp,0.1901,"TFTP Client class.","http://search.cpan.org/~gbarr/Net-TFTP.19/TFTP.pm",1504508514
,perl-net-whois-ip,1.19,"Perl extension for looking up the whois information for ip addresses.","http://search.cpan.org/dist/Net-Whois-IP",1497435841
,perl-net-write,1.10,"A portable interface to open and send raw data to network.","http://search.cpan.org/~gomor/Net-Write.10/lib/Net/Write.pm",1504508525
,perl-netpacket,1.6.0,"Assemble/disassemble network packets at the protocol level.","http://search.cpan.org/dist/NetPacket/",1497436194
,perl-number-range,0.12,"Perl extension defining ranges of numbers and testing if a number is found in the range.","http://search.cpan.org/dist/Number-Range",1504508536
,perl-parallel-forkmanager,1.19,"A simple parallel processing fork manager.","http://search.cpan.org/~yanick/Parallel-ForkManager.19",1504508547
,perl-scalar-list-utils,1.38,"Common Scalar and List utility subroutines","https://metacpan.org/release/Scalar-List-Utils",1401926205
,perl-sort-versions,1.62,"A perl module for sorting of revision-like numbers.","http://search.cpan.org/~edavis/Sort-Versions/",1497436337
,perl-string-random,0.28,"Perl module to generate random strings based on a pattern.","http://search.cpan.org/~steve/String-Random.28/Random.pm",1424079751
,perl-sub-name,0.21,"(Re)name a sub.","http://search.cpan.org/dist/Sub-Name",1497436523
,perl-task-weaken,1.04,"Ensure that a platform has weaken support","http://search.cpan.org/dist/Task-Weaken",1506783278
,perl-term-ansicolor,4.06,"Color screen output using ANSI escape sequences.","http://search.cpan.org/~rra/Term-ANSIColor.05/lib/Term/ANSIColor.pm",1497436691
,perl-term-menu,0.10,"Perl extension for asking questions and printing menus at the terminal.","http://search.cpan.org/~dazjorz/Term-Menu.09/lib/Term/Menu.pm",1504508560
,perl-test-checkdeps,0.010,"Check for presence of dependencies.","http://search.cpan.org/dist/Test-CheckDeps",1504508573
,perl-test-without-module,0.18,"Test::Without::Module - Test fallback behaviour in absence of modules","http://search.cpan.org/dist/Test-Without-Module/",1483209057
,perl-text-csv,1.33,"Comma-separated values manipulator (using XS or PurePerl).","http://search.cpan.org/dist/Text-CSV",1483209065
,perl-tftp,1.0b3,"TFTP - TFTP Client class for perl","http://search.cpan.org/~gsm/TFTP/TFTP.pm",1504508583
,perl-tie-encryptedhash,1.24,"Hashes (and objects based on hashes) with encrypting fields.","http://search.cpan.org/~VIPUL/Tie-EncryptedHash.24/",1504508596
,perl-time-duration-parse,0.13,"Parse string that represents time duration.","http://search.cpan.org/dist/Time-Duration-Parse",1497435852
,perl-time-interval,1.233,"Converts time intervals of days, hours, minutes, and seconds.","http://search.cpan.org/~ahicox/Time-Interval.233/Interval.pod",1504508608
,perl-uniq,0.01,"Perl extension for managing list of values.","http://search.cpan.org/~syamal/Uniq.01/Uniq.pm",1504508619
,perl-universal-require,0.18,"require() modules from a variable.","http://search.cpan.org/~neilb/UNIVERSAL-require/lib/UNIVERSAL/require.pm",1497436121
,perl-uri-escape,1.72,"Percent-encode and percent-decode unsafe characters.","http://search.cpan.org/~ether/URI.71/lib/URI/Escape.pm",1511135199
,perl-uri-fetch,0.13,"Smart URI fetching/caching.","http://search.cpan.org/dist/URI-Fetch",1504508631
,perl-url-encode,0.03,"Encoding and decoding of application/x-www-form-urlencoded encoding.","https://metacpan.org/release/URL-Encode",1483209111
,perl-xml-dom,1.46,"Implements Level 1 of W3's DOM","http://search.cpan.org/dist/XML-DOM",1497436533
,perl-yaml-libyaml,0.63,"YAML module wrapping libyaml.","http://search.cpan.org/dist/YAML-LibYAML",1469958094
forensic,pev,0.70,"Command line based tool for PE32/PE32+ file analysis.","http://pev.sourceforge.net/",1426857140
windows,pextractor,0.18b,"A forensics tool that can extract all files from an executable file created by a joiner or similar.","http://packetstormsecurity.com/files/62977/PExtractor_v0.18b_binary_and_src.rar.html",1483209124
code-audit,pfff,0.29,"Tools and APIs for code analysis, visualization and transformation","https://github.com/facebook/pfff",1500056993
malware,pftriage,68.ecfbb33,"Python tool and library to help analyze files during malware triage and analysis.","https://github.com/idiom/pftriage",1517077255
database,pgdbf,113.4e84775,"Convert XBase / FoxPro databases to PostgreSQL","https://github.com/kstrauser/pgdbf",1516577076
,phantomjs,2.1.1,"Headless WebKit with JavaScript API.","http://www.phantomjs.org/",1516749716
social,phemail,27.7ae21f2,"A python open source phishing email tool that automates the process of sending phishing emails as part of a social engineering test.","https://github.com/Dionach/PhEmail",1483209132
backdoor,phishery,14.5743953,"An SSL Enabled Basic Auth Credential Harvester with a Word Document Template URL Injector.","https://github.com/ryhanson/phishery",1503147496
social,phishingkithunter,17.1db0258,"Find phishing kits which use your brand/organization's files and image'.","https://github.com/t4d/PhishingKitHunter",1520157684
cracker,phoss,0.1.13,"Sniffer designed to find HTTP, FTP, LDAP, Telnet, IMAP4, VNC and POP3 logins.","http://www.phenoelit.org/fr/tools.html",1422573648
webapp,php-findsock-shell,2.b8a984f,"A Findsock Shell implementation in PHP + C.","https://github.com/pentestmonkey/php-findsock-shell",1486220451
cracker,php-mt-seed,3.2,"PHP mt_rand() seed cracker","http://www.openwall.com/php_mt_seed/",1388155503
,php-pear,1.10.1,"PHP Extension and Application Repository.","http://pear.php.net/",1483209140
cracker,php-rfi-payload-decoder,30.bd42caa,"Decode and analyze RFI payloads developed in PHP.","https://github.com/bwall/PHP-RFI-Payload-Decoder",1483209147
windows,php-vulnerability-hunter,1.4.0.20,"An whitebox fuzz testing tool capable of detected several classes of vulnerabilities in PHP web applications.","https://phpvulnhunter.codeplex.com/",1400712317
webapp,phpsploit,754.7e08453,"Stealth post-exploitation framework.","https://github.com/nil0x42/phpsploit",1505239701
dos,phpstress,5.f987a7e,"A PHP denial of service / stress test for Web Servers running PHP-FPM or PHP-CGI.","https://github.com/nightlionsecurity/phpstress",1483209164
cracker,phrasendrescher,1.2.2,"A modular and multi processing pass phrase cracking tool","http://www.leidecker.info/projects/phrasendrescher/",1391270136
wireless,pidense,15.86377ca,"Monitor illegal wireless network activities. (Fake Access Points)","https://github.com/WiPi-Hunter/PiDense",1518387466
reversing,pintool,19.19a8420,"This tool can be useful for solving some reversing challenges in CTFs events.","https://github.com/wagiro/pintool",1483209173
crypto,pip3line,92.5e27195,"The Swiss army knife of byte manipulation.","https://github.com/nccgroup/pip3line",1512635263
cracker,pipal,1.1,"A password analyser.","http://www.digininja.org/projects/pipal.php",1483209179
cracker,pipeline,18.d90fc65,"Designed to aid in targeted brute force password cracking attacks.","https://github.com/hirnschallsebastian/Pipeline2",1463862620
exploitation,pirana,0.3.1,"Exploitation framework that tests the security of a email content filter.","http://www.guay-leroux.com/projects.html",1484422516
binary,pixd,7.873db72,"Colourful visualization tool for binary files.","https://github.com/FireyFly/pixd",1510770847
wireless,pixiewps,1.4.2,"Offline bruteforce of the WPS pin exploiting the low or non-existing entropy of some APs","https://github.com/wiire/pixiewps",1517169824
cracker,pkcrack,1.2.2,"A PkZip encryption cracker.","https://www.unix-ag.uni-kl.de/~conrad/krypto/pkcrack/download1.html",1458408137
networking,pkt2flow,1.3,"A simple utility to classify packets into flows.","https://github.com/caesar0301/pkt2flow",1480257052
disassembler,plasma,897.8ec3bb7,"An interactive disassembler for x86/ARM/MIPS. It can generates indented pseudo-code with colored syntax.","https://github.com/joelpx/plasma",1511426566
scanner,plcscan,0.1,"This is a tool written in Python that will scan for PLC devices over s7comm or modbus protocols.","http://packetstormsecurity.com/files/119726/PLC-Device-Scanner.html",1483209188
webapp,plecost,98.1a4a11b,"Wordpress finger printer Tool.","https://github.com/iniqua/plecost",1510505166
webapp,plown,13.ccf998c,"A security scanner for Plone CMS.","https://github.com/unweb/plown",1483209205
misc,plumber,12.842aa48,"A python implementation of a grep friendly ftrace wrapper.","https://github.com/cybereason/linux_plumber",1494415094
misc,plutil,1.6,"Converts .plist files between binary and UTF (editable) text formats.","http://scw.us/iPhone/plutil/",1486293367
networking,pmacct,2180.5944d1db,"Small set of multi-purpose passive network monitoring tools [NetFlow IPFIX sFlow libpcap BGP BMP IGP Streaming Telemetry].","https://github.com/pmacct/pmacct",1520157854
windows,pmap,1.10,"Passively discover, scan, and fingerprint link-local peers by the background noise they generate (i.e. their broadcast and multicast traffic).","http://www.hellfiresecurity.com/tools.htm",1483209210
exploitation,pmcma,1.00,"Automated exploitation of invalid memory writes (being them the consequences of an overflow in a writable section, of a missing format string, integer overflow, variable misuse, or any other type of memory corruption).","http://packetstormsecurity.com/files/104724/Post-Memory-Corruption-Memory-Analyzer.00.html",1484422551
windows,pmdump,1.2,"A tool that lets you dump the memory contents of a process to a file without stopping the process.","http://ntsecurity.nu/toolbox/pmdump/",1469743828
stego,pngcheck,2.3.0,"Verifies the integrity of PNG, JNG and MNG files by checking the CRCs and decompressing the image data.","http://www.libpng.org/pub/png/apps/pngcheck.html",1480244663
scanner,pnscan,1.11,"A parallel network scanner that can be used to survey TCP network services.","http://www.lysator.liu.se/~pen/pnscan/",1393937092
exploitation,pocsuite,2.0.6,"An open-sourced remote vulnerability testing framework developed by the Knownsec Security Team.","https://github.com/knownsec/Pocsuite",1507325718
scanner,poison,1.5.41,"A fast, asynchronous syn and udp scanner.","http://nologin.org/main.pl?action=codeList&",1441639553
,polenum,0.2,"A python script to extract the password policy information from a windows machine.","http://labs.portcullis.co.uk/application/polenum/",1483209232
exploitation,pompem,138.da342a1,"A python exploit tool finder.","https://github.com/rfunix/Pompem",1497785156
crypto,poracle,65.a5cfad7,"A tool for demonstrating padding oracle attacks.","https://github.com/iagox86/poracle",1483993890
automation,portia,38.36b974a,"Automate a number of techniques commonly performed on internal network penetration tests after a low privileged account has been compromised.","https://github.com/SpiderLabs/portia",1509265939
fuzzer,portmanteau,1.0,"An experimental unix driver IOCTL security tool that is useful for fuzzing and discovering device driver attack surface.","https://packetstormsecurity.com/files/134230/Portmanteau-Unix-Driver-IOCTL-Security-Tool.html",1449512545
defensive,portspoof,122.ebac0d0,"This program's primary goal is to enhance OS security through a set of new techniques.","http://portspoof.org/",1507036555
crypto,posttester,0.1,"A jar file that will send POST requests to servers in order to test for the hash collision vulnerability discussed at the Chaos Communication Congress in Berlin.","http://packetstormsecurity.com/files/109010/MagicHash-Collision-Testing-Tool.html",1483209252
fuzzer,powerfuzzer,1_beta,"Powerfuzzer is a highly automated web fuzzer based on many other Open Source fuzzers available (incl. cfuzzer, fuzzled, fuzzer.pl, jbrofuzz, webscarab, wapiti, Socket Fuzzer). It can detect XSS, Injections (SQL, LDAP, commands, code, XPATH) and others.","http://www.powerfuzzer.com",1483209272
windows,powerops,30.b238caf,"PowerShell Runspace Portable Post Exploitation Tool aimed at making Penetration Testing with PowerShell 'easier'.","https://github.com/fdiskyou/PowerOPS",1487285027
exploitation,powersploit,476.c7985c9,"A PowerShell Post-Exploitation Framework.","https://github.com/mattifestation/PowerSploit",1483209280
binary,powerstager,12.b0201c8,"A payload stager using PowerShell.","https://github.com/z0noxz/powerstager",1497171114
windows,ppee,1.10,"A Professional PE file Explorer for reversers, malware researchers and those who want to statically inspect PE files in more details.","https://www.mzrst.com/",1511135208
scanner,ppscan,0.3,"Yet another port scanner with HTTP and FTP tunneling support.","https://packetstormsecurity.com/files/82897/PPScan-Portscanner.3.html",1469394184
proxy,pr0cks,20.c98188b,"python script setting up a transparent proxy to forward all TCP and DNS traffic through a SOCKS / SOCKS5 or HTTP(CONNECT) proxy using iptables -j REDIRECT target.","https://github.com/n1nj4sec/pr0cks",1489226532
scanner,prads,1128.407cf7c,"Is a 'Passive Real-time Asset Detection System'.","http://gamelinux.github.io/prads/",1489918295
scanner,praeda,48.1dc2220,"An automated data/information harvesting tool designed to gather critical information from various embedded devices.","https://github.com/percx/Praeda",1483209297
exploitation,pret,78.710c444,"Printer Exploitation Toolkit - The tool that made dumpster diving obsolete.","https://github.com/RUB-NDS/PRET",1514583428
misc,princeprocessor,130.f0c101d,"Standalone password candidate generator using the PRINCE algorithm.","https://github.com/jsteube/princeprocessor/",1512634843
binary,proctal,472.e00ec27,"Provides a command line interface and a C library to manipulate the address space of a running program on Linux.","https://github.com/daniel-araujo/proctal",1518110182
decompiler,procyon,0.5.30,"A suite of Java metaprogramming tools focused on code generation and analysis.","https://bitbucket.org/mstrobel/procyon/",1483209312
fuzzer,profuzz,9.aa6dded,"Simple PROFINET fuzzer based on Scapy.","https://github.com/HSASec/ProFuzz",1483209370
networking,prometheus,176.a316d66,"A Firewall analyzer written in ruby","https://github.com/averagesecurityguy/prometheus",1483209378
windows,promiscdetect,1.0,"Checks if your network adapter(s) is running in promiscuous mode, which may be a sign that you have a sniffer running on your computer.","http://ntsecurity.nu/toolbox/promisdetect/",1469744231
fingerprint,propecia,2,"A fast class scanner that scans for a specified open port with banner grabbing","http://www.redlevel.org",1391270197
voip,protos-sip,2,"SIP test suite.","https://www.ee.oulu.fi/research/ouspg/PROTOS_Test-Suite_c07-sip",1401395633
defensive,prowler,356.6ccd102,"Tool for AWS security assessment, auditing and hardening.","https://github.com/alfresco/prowler",1519862580
webapp,proxenet,712.67fc6b5,"THE REAL hacker friendly proxy for web application pentests.","https://github.com/hugsy/proxenet",1480093754
radio,proxmark,2101.51d51c67,"A powerful general purpose RFID tool, the size of a deck of cards, designed to snoop, listen and emulate everything from Low Frequency (125kHz) to High Frequency (13.56MHz) tags.","https://github.com/Proxmark/proxmark3",1519680273
proxy,proxychains-ng,4.12,"A hook preloader that allows to redirect TCP traffic of existing dynamically linked programs through one or more SOCKS or HTTP proxies","https://github.com/rofl0r/proxychains",1482598112
scanner,proxycheck,0.1,"This is a simple proxy tool that checks for the HTTP CONNECT method and grabs verbose output from a webserver.","http://packetstormsecurity.com/files/61864/proxycheck.pl.txt.html",1483209385
proxy,proxyp,2013,"Small multithreaded Perl script written to enumerate latency, port numbers, server names, & geolocations of proxy IP addresses.","http://sourceforge.net/projects/proxyp/",1483209391
scanner,proxyscan,0.3,"A security penetration testing tool to scan for hosts and ports through a Web proxy server.","http://packetstormsecurity.com/files/69778/proxyScan.3.tgz.html",1483209396
tunnel,proxytunnel,1.9.0.253,"a program that connects stdin and stdout to a server somewhere on the network, through a standard HTTPS proxy","http://proxytunnel.sourceforge.net",1487356334
exploitation,ps1encode,41.68d7778,"A tool to generate and encode a PowerShell based Metasploit payloads.","https://github.com/CroweCybersecurity/ps1encode",1498552518
code-audit,pscan,1.3,"A limited problem scanner for C source files","http://deployingradius.com/pscan/",1388155492
honeypot,pshitt,23.dae7931,"A lightweight fake SSH server designed to collect authentication data sent by intruders.","https://github.com/regit/pshitt",1483209404
windows,pstoreview,1.0,"Lists the contents of the Protected Storage.","http://www.ntsecurity.nu/toolbox/pstoreview/",1400712871
exploitation,ptf,944.376ecbc,"The Penetration Testers Framework is a way for modular support for up-to-date tools.","https://github.com/trustedsec/ptf",1517518013
sniffer,pth-toolkit,7.3641cdc,"Modified version of the passing-the-hash tool collection made to work straight out of the box.","https://github.com/byt3bl33d3r/pth-toolkit",1487527964
tunnel,ptunnel,0.72,"A tool for reliably tunneling TCP connections over ICMP echo request and reply packets","http://www.cs.uit.no/~daniels/PingTunnel/#download",1388155494
misc,pulledpork,344.8f2a1d3,"Snort rule management","https://github.com/shirkdog/pulledpork",1513075805
fuzzer,pulsar,33.cf8cc1b,"Protocol Learning and Stateful Fuzzing.","https://github.com/hgascon/pulsar",1506249733
recon,punter,42.39270a2,"Hunt domain names using DNSDumpster, WHOIS, Reverse WHOIS, Shodan, Crimeflare.","https://github.com/nethunteros/punter",1510505818
crypto,pwd-hash,2.0,"A password hashing tool that use the crypt function to generate the hash of a string given on standard input.","http://vladz.devzero.fr/pwd-hash.php",1409780425
